Question,Option A,Option B,Option C,Option D,Correct Answer,Points
On which date was Baghpat district officially formed?,16-Mar-46,5-Sep-97,1820,1903,b,1
From what name did the name 'Deoria' originate?,Gadhipuri,Vyaghraprastha,Devaranyya or Devpuriya,Chunchu,c,1
What was the old name of Jhansi?,Shivpuri,Balwant Nagar,Lakshmipur,Indrapuri,b,1
In which year was Jhansi Fort built by Rajavir Singh Devane of Orchha?,1631,1613,1857,1853,b,1
"Who helped Peshwa Bajirao I, in return for a part of Jhansi?",Rajavir Singh Devane,Lord Dalhousie,Chhatrasalki,Rani Lakshmibai,c,1
In what year did Rani Lakshmibai lead the army against the British?,1853,1613,1631,1857,d,1
Under which policy did British Governor General Lord Dalhousie annex Jhansi to the British Empire?,Subsidiary Alliance,Doctrine of Paramountcy,Doctrine of Lapse,Ring Fence Policy,c,1
Where is Lakshmi Talak located?,Lucknow,Kanpur,Jhansi,Allahabad,c,1
The headquarters of the Bundelkhand Industrial Development Authority (BIDA) is located in:,Lucknow,Kanpur,Jhansi,Varanasi,c,1
In which year was the notification for the formation of Bundelkhand Industrial Development Authority (BIDA) issued?,2020,2022,2023,2024,c,1
Major Dhyanchand Digital Hockey Museum (India's first museum dedicated to hockey) is located in:,Lucknow,Jhansi,Kanpur,Allahabad,b,1
The Indian Grassland and Fodder Research Institute is located in:,Kanpur,Lucknow,Jhansi,Prayagraj,c,1
Where is the National Agroforestry Research Centre located?,Lucknow,Jhansi,Kanpur,Varanasi,b,1
The Defence Park is proposed to be located in which city?,Kanpur,Lucknow,Jhansi,Agra,c,1
Chandauli is called the 'Rice bowl' in which state?,Bihar,Madhya Pradesh,Uttar Pradesh,Jharkhand,c,1
Chandauli district was created in 1997 by dividing which district?,Allahabad district,Lucknow district,Varanasi district,Kanpur district,c,1
Chandauli is the birthplace of which former Prime Minister?,Indira Gandhi,Rajiv Gandhi,Lal Bahadur Shastri,Atal Bihari Vajpayee,c,1
Mushakhand Dam is a joint project of which two states?,Uttar Pradesh and Madhya Pradesh,Bihar and Jharkhand,Uttar Pradesh and Bihar,Madhya Pradesh and Rajasthan,c,1
What is the present name of Mughalsarai Junction?,Prayagraj Junction,Ayodhya Junction,Deen Dayal Upadhyay Junction,Varanasi Junction,c,1
What is the specialty of Deen Dayal Upadhyay Junction?,India's largest railway station,Asia's largest railway yard,World's longest railway platform,India's first railway museum,b,1
What is the speciality of Chandraprabha Wildlife Sanctuary (established in 1957)?,Largest tiger reserve in India,Oldest bird sanctuary in Uttar Pradesh,"The oldest wildlife sanctuary in Uttar Pradesh, Bihar",Home to the one-horned rhinoceros,c,1
Who built the Jhansi Fort?,Raja Bhoj,Rajavir Singh Devane of Orchha,Maharaja Chhatrasal,Lord Dalhousie,b,1
In return for whose help did Peshwa Bajirao I receive a part of Jhansi?,Shivaji,Maharaja Ranjit Singh,Chhatrasalki,Raja Jai Singh,c,1
Where is the Defence Park proposed to be established?,Kanpur,Agra,Jhansi,Lucknow,c,1
What is Chandauli called in Uttar Pradesh?,Sugar Bowl,Rice Bowl,Wheat Hub,Spice Garden,b,1
Which of the following fairs/festivals is NOT mentioned as being held in Jhansi?,Ayurveda Festival,Strawberry Fair,Ganesh Mela,Holi Festival,d,1
Which district was divided to create Chandauli in 1997?,Allahabad,Kanpur,Lucknow,Varanasi,d,1
Which of the following statements about Chandraprabha Wildlife Sanctuary is correct?,It is the newest wildlife sanctuary in Uttar Pradesh.,It is the largest wildlife sanctuary in Uttar Pradesh.,It is the oldest wildlife sanctuary in Uttar Pradesh and Bihar.,It is located in Madhya Pradesh.,c,1
Who constructed the Jhansi Fort?,Rani Lakshmibai,Lord Dalhousie,Rajavir Singh Devane of Orchha,Peshwa Bajirao I,c,1
In which year was Jhansi annexed to the British Empire by Lord Dalhousie?,1856,1857,1852,1853,d,1
Where is Lakshmi Talak situated?,Kanpur,Lucknow,Jhansi,Agra,c,1
In which city is the Major Dhyanchand Digital Hockey Museum located?,Delhi,Lucknow,Jhansi,Meerut,c,1
Deen Dayal Upadhyay Junction is known for what?,India's largest railway platform,Asia's largest railway yard,India's first railway station,The busiest railway station in India,b,1
"Chandraprabha Wildlife Sanctuary, established in 1957, is the oldest wildlife sanctuary in which states?",Uttar Pradesh and Jharkhand,Uttar Pradesh and Uttarakhand,Uttar Pradesh and Bihar,Bihar and Jharkhand,c,1
"According to the text, what is the literal meaning of the word 'Mirza'?",Land of Emperors,Realm of Kings,Royal Territory,King's Domain,b,1
From which intersection in Mirzapur district is India's International Standard Time taken?,Vindhyachal Crossing,Amravati Square,Chunar Junction,Deodar Point,b,1
Mirzapur is particularly renowned for which type of stone?,Granite,Marble,Pink Stones,Sandstone,c,1
On which side of the Kaimur Mountains is the Chunar Fort located?,Southern,Eastern,Western,Northern,d,1
Who is credited with the construction of Chunar Fort?,Akbar,Humayun,Sher Shah,Babur,c,1
What is considered to be the distorted form of the word 'Hardoi'?,Haridwar,Haridrohi,Haridaya,Harikot,b,1
"The term 'Haridrohi' is associated with which king, according to the text?",Rajaharishchandra,Rajahiranyakashyapse,Rajarammohanroy,Rajabhoj,b,1
"In what year was the battle of Bilgram, fought between Sher Shah and Humayun, fought?",1526,1530,1540,1556,c,1
What distinguishes the Victoria Memorial Hall in Hardoi from other such structures in India?,It is the largest Victoria Hall.,It is the oldest Victoria Hall.,It is the second Victoria Hall in India after Kolkata.,It is the only Victoria Hall in Uttar Pradesh.,c,1
"In which district is the Bhijwan Lake, the origin of the river Sai, situated?",Etawah,Mirzapur,Hardoi,Jalaun,c,1
Where is the Raja Todarmal Survey and Land Records Training Institute located?,Lucknow,Allahabad,Hardoi,Etawah,c,1
In which year was the Sandi Bird Sanctuary established in Hardoi?,1980,1985,1990,1995,c,1
What was the original name of Etawah?,Prayagraj,Ayodhya,Ishtikapur,Varanasi,c,1
How many rivers converge at Bhareh on the Etawah-Jalaun border?,Three,Four,Five,Six,c,1
"According to the text, which district in Uttar Pradesh experiences the maximum gully erosion?",Jalaun,Mirzapur,Hardoi,Etawah,d,1
"From which location is India's International Standard Time taken, as mentioned in the text?",Amravati Crossing,Amravati Point,Amravati Square,Amravati Circle,c,1
"For what type of stone is Mirzapur particularly famous, according to the text?",Green Stones,Red Stones,Pink Stones,White Stones,c,1
On which mountain's northern side is the Chunar Fort situated?,Shivalik Mountains,Himalayan Mountains,Kaimur Mountains,Vindhya Mountains,c,1
"Who is credited with building the Chunar Fort, as per the information provided?",Humayun,Akbar,Sher Shah,Babur,c,1
Which country collaborated with India in establishing a large solar power plant in Mirzapur in 2018?,Germany,United Kingdom,France,United States,c,1
"The term 'Haridrohi', as mentioned in the text, is associated with which king?",Raja Janak,Rajahiranyakashyapse,Raja Dashrath,Raja Bhoj,b,1
What is the special significance of Victoria Memorial Hall in Hardoi?,It is the largest Victoria Hall in India.,It is the first Victoria Hall in India.,It is the second Victoria Hall in India after Kolkata.,It is the only Victoria Hall in Uttar Pradesh.,c,1
"What was the old name of Etawah, as mentioned in the text?",Prayagraj,Ishtikapur,Kanpur,Ayodhya,b,1
"In which year was the large solar power plant located in Mirzapur established, according to the text?",2020,2015,2018,2022,c,1
What is the name of the state university located in Mirzapur?,Allahabad State University,Banaras Hindu University,Maa Vindhyavasini State University,Purvanchal University,c,1
The battle of Bilgram in Hardoi was fought between which two individuals in 1540?,Akbar and Hemu,Sher Shah and Humayun,Babur and Ibrahim Lodi,Jehangir and Khusrau,b,1
What is the speciality of Victoria Memorial Hall in Hardoi?,It is the largest Victoria Hall in India,It is the first Victoria Hall in India,It is the second Victoria Hall in India after Kolkata,It is the only Victoria Hall in Uttar Pradesh,c,1
In which district is Sandi Bird Sanctuary (established in 1990) located?,Etawah,Kannauj,Hardoi,Mirzapur,c,1
"According to the text, what is the speciality of Bhareh Panchnad Sangam?",It is the largest river confluence in India.,It is the only place of its kind in the world.,It is the oldest river confluence in India.,It is the most sacred river confluence in Uttar Pradesh.,b,1
"In which year was the large solar power plant in Mirzapur established, in collaboration with France?",2016,2020,2018,2015,c,1
What is a notable characteristic of the Victoria Memorial Hall in Hardoi?,It is the largest Victoria Hall in India.,It is the only Victoria Hall in India.,It is the second Victoria Hall in India after Kolkata.,It was built by Queen Victoria herself.,c,1
"What was the old name of Etawah, as per the provided text?",Ayodhya,Prayag,Ishtikapur,Kushinagar,c,1
Which district is identified as having the maximum gully erosion in Uttar Pradesh?,Kanpur,Etawah,Lucknow,Agra,b,1
Kartik Animal Fair and Saifai Festival are held in which of the following districts?,Agra,Kannauj,Etawah,Firozabad,c,1
Where is the first breeding center of Asiatic lions located?,Agra,Kannauj,Etawah,Firozabad,c,1
The National Chambal Wildlife Sanctuary is located in which of the following districts?,Agra and Kannauj,Etawah and Kannauj,Agra and Etawah,Firozabad and Etawah,c,1
The classical music Kaimdadshahi Gharana is associated with which district?,Agra,Etawah,Kannauj,Firozabad,b,1
What was the old name of Firozabad?,Kanyakubja,Aintha,Chandawar,Madam Sir,c,1
Which of the following is NOT a nickname by which Firozabad is known?,Glass City,Bangle City,Perfume City,Suhag City,c,1
"Firozabad got its present name after Firoz Shah, who was a mansabdar of which ruler?",Sher Shah Suri,Humayun,Akbar,Muhammad Ghori,c,1
In which year did the battle of Chandawar take place between Raja Jaichand and Muhammad Ghori?,1540,1566,1194,2023,c,1
The world's largest crystal gem statue found in Firozabad belonged to whom?,King Chandrasen,Muhammad Ghori,Raja Jaichand,Firoz Shah,a,1
What is the main industry of Firozabad?,Perfume industry,Glass industry,Bangle industry,Textile industry,c,1
What was the traditional name of Kannauj?,Chandawar,Aintha,Kanyakubja,Firozabad,c,1
What name did Harshvardhan give to Kannauj after making it his capital?,Chandawar,Kanyakubja,Madam Sir,Glass City,c,1
By what nickname is Kannauj known?,Glass City,Bangle City,Perfume City,Suhag City,c,1
"In the Battle of Kannauj (1194), Muhammad Ghori defeated whom?",Humayun,Raja Jaichand,Sher Shah Suri,Akbar,b,1
"In May 1540, Sher Shah Suri defeated whom in the 'Battle of Kannauj'?",Akbar,Muhammad Ghori,Humayun,Raja Jaichand,c,1
Which district is the first in Uttar Pradesh to start the office system?,Agra,Etawah,Kannauj,Firozabad,c,1
When did Kannauj start the office system?,May 1540,1194,Aug-23,1566,c,1
Where is the first International Perfume Park of Uttar Pradesh located?,Agra,Etawah,Kannauj,Firozabad,c,1
Etawah was called 'Aintha' due to the aggressive nature of which community?,Ahir community,Mughal community,Rajput community,Brahmin community,a,1
Which district started the office system first in the state?,Firozabad,Etawah,Kannauj,Agra,c,1
Etawah is also the location for?,Kartik Animal Fair,Saifai Festival,Both Kartik Animal Fair and Saifai Festival,None of the above,c,1
Firozabad got its present name in 1566 after whom?,Raja Jaichand,Muhammad Ghori,Akbar,"Firoz Shah, Akbar's mansabdar",d,1
Who defeated Humayun in the Battle of Kannauj and in what year did it occur?,Sher Shah Suri in 1540,Muhammad Ghori in 1194,Akbar in 1566,Raja Jaichand in 1194,a,1
By what other names is Firozabad known?,"""Glass City"", ""Perfume City"", ""Suhag City""","""Bangle City"", ""Perfume City"", ""Glass City""","""Glass City"", ""Bangle City"", ""Suhag City""","""Suhag City"", ""Perfume City"", ""Bangle City""",c,1
Firozabad received its current name in honor of whom?,Raja Jaichand,Akbar,Firoz Shah,Muhammad Ghori,c,1
"Match the following nicknames of cities with the city names:

Column I
(A) Glass City
(B) Perfume City

Column II
(1) Kannauj
(2) Firozabad

","A-1, B-2","A-2, B-1","A-1, B-1","A-2, B-2",b,1
Who established Etah district?,Prithviraj Chauhan,Sangram Singh,Hiuen Tsang,Uparicha Vasu,b,1
On which riverbank is Etah district situated?,Ganga River,Yamuna River,Kali River,Saryu River,c,1
By what name did the Chinese traveller Hiuen Tsang address 'Ataranjikhera'?,Kosambi,Pataliputra,Pi Lo Shan,Hastinapur,c,1
"Which district's ""Jalesar Metal Craft"" was granted a GI tag in 2023?",Kanpur,Etah,Lucknow,Agra,b,1
Which son of Chandi King Uparicha Vasu is considered the founder of Kaushambi?,First son,Second son,Third son,Fourth son,c,1
"Whose ashram was Kaushambi, according to Paramattajyotika?",Valmiki,Vishwamitra,Rishikosambaka,Parikshit,c,1
"What is the reason Kaushambi is also called ""proto-city""?",Being a major trade center,Being the capital of Vatsa district,Being the birthplace of Buddha,Having a large population,b,1
Who is mentioned as a native of Kaushambi in the Shatapatha Brahmana?,Rishi Agastya,Proti Kaushambe,King Uparicha Vasu,Hiuen Tsang,b,1
Who shifted his capital from Hastinapur to Kaushambi?,Janamejaya,Parikshit,Nissakuna,Buddha,c,1
Kaushambi was one of how many most important cities of India during the time of Buddha?,Four,Five,Six,Seven,c,1
Kaushambi district is the birthplace of which Jain Tirthankara?,Mahavira,Parshvanatha,Rishabhanatha,Padmaprabhu,d,1
Which rainy season did Mahatma Buddha spend in Kaushambi?,Seventh rainy season,Eighth rainy season,Ninth rainy season,Tenth rainy season,c,1
When was the present form of Kaushambi district created?,4-Apr-96,4-Apr-97,4-Apr-98,4-Apr-99,b,1
From which district were some areas separated to form the present Kaushambi district?,Lucknow district,Kanpur district,Allahabad district,Varanasi district,c,1
Where is Santmaluk Das's Ashram located?,Prayagraj,Kaushambi,Chitrakoot,Varanasi,b,1
"What type of statue, 51 feet high, is planned to be installed in Kaushambi?",Nataraja,Meditation Mudra Buddhaki,Hanuman,Shiva,b,1
Who is credited with establishing Etah district according to the text?,Prithviraj Chauhan,Sangram Singh,Hiuen Tsang,Uparicha Vasu,b,1
Etah was historically a part of which Mahajanapada?,Kuru,Panchala,Shurasena,Kosala,c,1
What name did the Chinese traveler Hiuen Tsang use to refer to 'Ataranjikhera'?,Kaushambi,Hastinapur,Pi Lo Shan,Prayag,c,1
Which district's 'Jalesar Metal Craft' received the GI tag in 2023?,Kanpur,Lucknow,Eta,Varanasi,c,1
Whose ashram in Kaushambi is associated with 'Paramattajyotika'?,Santmaluk Das,Rishikosambaka,Proti Kaushambe,Mahatma Buddha,b,1
Why is Kaushambi referred to as a 'proto-city'?,Being a major trade center,Being the capital of Vatsa district,Being the birthplace of a Jain Tirthankara,Being a prominent Buddhist site,b,1
From where did Nissakuna shift his capital to Kaushambi?,Ayodhya,Hastinapur,Mathura,Indraprastha,b,1
Which Jain Tirthankara was born in Kaushambi district?,Rishabhanatha,Mahavira,Parshvanatha,Padmaprabhu,d,1
"Alwar Lake, a migration site for foreign birds, is located in which district?",Eta,Pratapgarh,Kaushambi,Mirzapur,c,1
"Who is considered the founder of Kaushambi, according to the text?",The eldest son of Chandi King Uparicha Vasu,The second son of Chandi King Uparicha Vasu,The third son of Chandi King Uparicha Vasu,Chandi King Uparicha Vasu himself,c,1
Where is Alwar Lake located?,Eta,Allahabad,Kaushambi,Lucknow,c,1
After which sage is the Jalaun district named?,Sage Valmiki,Sage Vishwamitra,Sage Jalwan,Sage Vashishtha,c,1
Where is the headquarters of the Jalaun district located?,Kalpi,Kanpur,Orai,Jhansi,c,1
Which city is known as 'Panchnada Nagar'?,Kanpur,Orai,Jalaun,Kalpi,c,1
In which year was Kalpi Shahar conquered by Muhammad Ghori's army?,1206,1196,1300,1100,b,1
In what year was Queen Lakshmibai's army defeated at Kalpi?,1857,1858,1859,1860,b,1
Chaurasi Gumbad in Jalaun is a royal tomb of Islamic architecture belonging to which period?,Mughal Period,Sultanate Period,Lodi Period,Tughlaq Period,c,1
