Question,Option A,Option B,Option C,Option D,Correct Answer
On what principle does a rocket work?,Principle of Conservation of Energy.,Principle of Conservation of Mass.,Principle of Conservation of Momentum.,Principle of Conservation of Volume.,c
On what principle does a jet engine work?,Principle of Conservation of Energy.,Principle of Conservation of Angular Momentum.,Principle of Conservation of Mass.,Principle of Conservation of Linear Momentum.,d
"If Earth's gravitational force suddenly disappears, which of the following will happen?",The mass of the object will become zero.,The weight of the object will increase.,The weight of the object will become zero but the mass will remain the same.,Both mass and weight will become zero.,c
"If the distance between Earth and Sun were twice what it is, what would be the gravitational force exerted by the Sun on Earth?",Twice of what it is now.,Half of what it is now.,One-fourth of what it is now.,Four times of what it is now.,c
"An iron ball whose weight on Earth is 10 kg, what will be its weight in space?",10 kg,20 kg,5 kg,Zero,d
Which of the following statements is INCORRECT regarding an object taken from Earth to the Moon?,Its weight decreases.,Its mass remains the same.,Its density changes significantly.,Its weight is less on the Moon than on Earth.,c
A weightless rubber balloon filled with 200 grams of water will have what weight in water?,200 grams,100 grams,Equal to the weight in air,Zero,d
"When a body is transferred from the Moon to Earth, which of the following occurs?",Its weight decreases on Earth and mass increases,Its weight remains unchanged and mass increases,Its weight increases on Earth and mass remains unchanged,Its weight decreases on Earth and mass remains unchanged,c
"If an unsaturated sugar solution is prepared by mixing 100 grams of sugar in half a liter of water, what physical quantity will NOT change?",Weight,Volume,Density,Concentration,b
"When pulling a bucket of water up from a well, the bucket feels heavier:",When it is fully submerged in water,Has become heavier above the water surface,While it's being lowered,The weight always remain constant,b
The Leaning Tower of Pisa does not fall because:,It is made of a light material,The vertical line passing through the center of gravity remains outside the base,The vertical line passing through the center of gravity remains inside the base,It is perfectly balanced,c
"If a bomb is dropped from an airplane moving at a uniform speed, the position of the airplane by the time the bomb reaches the bottom will be:",Behind the bomb,Ahead of the bomb,Exactly above the bomb,Slightly to the side of the bomb,c
The highest temperature inside a pressure cooker depends on:,The material of the cooker,The color of the cooker,On the area of the hole at the top and the weight placed on it,The volume of the cooker,c
Jet engine works on the principle of:,Conservation of Energy,Conservation of Angular Momentum,Conservation of Mass,Principle of Conservation of Linear Momentum,d
"If Earth's gravitational force suddenly disappears, what will be the result?",The weight of the object will increase but the mass will remain the same.,The weight of the object will become zero but the mass will remain the same.,Both weight and mass will become zero.,Both weight and mass will increase.,b
"If the distance between Earth and Sun were twice what it is, the gravitational force exerted by the Sun on Earth would be:",Twice of what it is now.,Half of what it is now.,One-fourth of what it is now.,Four times of what it is now.,c
"An iron ball whose weight on Earth is 10 kg, its weight in space will be?",10 kg,5 kg,20 kg,Zero,d
The weight of the human body is maximum at?,The equator,The poles,The center of the Earth,The surface of the moon,b
Sudden fall of atmospheric pressure indicates?,Clear weather,Storm,Rain,Earthquake,b
Which of the following statements is INCORRECT?,Rocket works on Principle of Conservation of Momentum.,Jet engine works on Principle of Conservation of Linear Momentum.,Weight of an object is maximum at the poles.,The weight of an object remains constant when taken from earth to moon.,d
A weightless rubber balloon is filled with 200 grams of water. What will its weight be when measured in water?,200 grams,100 grams,Zero,400 grams,c
What happens to an object's weight when taken from Earth to the Moon?,Its weight increases,Its weight remains the same,Its weight decreases,Its mass decreases,c
Which of the following remains unchanged when the quantity/mass of an object is changed?,Weight,Volume,Density,Area,c
"If an unsaturated sugar solution is prepared by mixing 100 grams of sugar in half a liter of water, which physical quantity will NOT change?",Density,Mass,Volume,Weight,c
"When pulling a bucket of water from a well, when does the bucket feel heavier?",When it is completely submerged in water.,While it is being lowered into the well.,Has become heavier above the water surface.,When it reaches the top of the well.,c
"If Earth's gravitational force suddenly disappears, what will happen to an object?","The weight of the object will increase, and the mass will remain the same.","The weight of the object will become zero, and the mass will remain the same.",Both the weight and the mass of the object will become zero.,"The weight of the object will remain the same, and the mass will become zero.",b
"If the distance between the Earth and the Sun were twice what it is, the gravitational force exerted by the Sun on Earth would be?",Twice of what it is now.,Half of what it is now.,One-fourth of what it is now.,Four times of what it is now.,c
At which location is the weight of the human body maximum?,The equator,The poles,The center of the Earth,In space,b
"If a person in a boat in still water moves towards the shore, what will the boat do?",Move towards the shore,Remain stationary,Move away from the shore,Sink,c
A piece of ice is floating in a beaker filled with water. What happens to the water surface when the ice melts completely?,The water surface rises,The water surface falls,The water surface remains unchanged,The water overflows,c
A person in a moving train tosses a coin which falls behind him. What can be inferred about the train's movement?,The train is moving with uniform velocity,The train is moving with backward acceleration,The train is moving with forward acceleration,The train is decelerating,c
What force is responsible for the flow of water in rivers?,Gravity,Surface Tension,Force of friction (Viscosity),Buoyancy,c
The maximum density of water occurs at which Kelvin temperature?,273 Kelvin,298 Kelvin,300 Kelvin,277 Kelvin,d
"When a train starts moving, a passenger leans backward due to what phenomenon?",Inertia of Motion,Centrifugal Force,Inertia of Rest,Gravity,c
The energy form converted into electrical energy in Wind Power is?,Potential energy,Thermal energy,Kinetic energy,Chemical energy,c
What fraction of an iceberg is above the sea surface?,1/2 part,1/5 part,1/10 part,1/9 part,d
Why can't astronauts stand straight in a vacuum?,There is no air pressure,There is no magnetic field,There is no gravity,There is no atmosphere,c
"If the velocity of a moving object is doubled, what happens to its kinetic energy?",Doubles,Remains the same,Four times,Halves,c
"If an apple is released from a spaceship orbiting the Earth, what will it do?",Fall to Earth immediately,Move at a slower speed than the spaceship,Move at the same speed along with the spaceship,Move in the opposite direction of the spaceship,c
"Which of the following are used in wristwatches, display devices, and pocket calculators?",LEDs,Liquid crystals,Graphene,Optical Fibers,b
What happens to a person's mass and weight when orbiting the Earth in a satellite?,Mass and weight both remain unchanged,Mass becomes zero and weight remains unchanged,Mass remains unchangeable but weight becomes zero,Mass and weight both become zero,c
A satellite orbits the Earth due to which force?,Gravitational force,Centrifugal force,Centripetal force,Nuclear force,c
An object is in static equilibrium when it:,Is accelerating,Is decelerating,Keeps moving with a uniform velocity,Is rotating,c
How can a Galvanometer be converted into a Voltmeter?,By connecting low resistance in series,By connecting low resistance in parallel,By connecting high resistance in parallel,By connecting high resistance in series,d
The minimum energy needed to remove a free electron from a substance's surface is called?,Potential Energy,Kinetic Energy,Work Function,Ionization Energy,c
What is the mechanical transfer of energy to a system by an external force called?,Power,Energy,Work,Momentum,c
The rate of work done is defined as:,Energy,Momentum,Power,Force,c
"If a person standing in a boat in still water moves towards the shore, what will the boat do?",Move towards the shore.,Remain stationary.,Sink.,Move away from the shore.,d
A piece of ice is floating in a beaker filled with water. What happens to the water surface when the ice melts?,The water surface rises.,The water surface falls.,The water surface remains unchanged.,The water level initially rises then falls.,c
A person sitting in a moving train facing the engine tosses a coin which falls behind him. What can be inferred about the train's movement?,The train is moving with constant velocity.,The train is moving with forward acceleration.,The train is moving with backward acceleration.,The train is moving in a circular path.,b
What is the temperature in Kelvin at which the density of water is maximum?,273 Kelvin,298 Kelvin,300 Kelvin,277 Kelvin,d
"As soon as a train starts moving, the head of the passenger sitting in it leans backwards. What is the reason for this?",Gravity,Inertia of Motion,Inertia of Rest,Centrifugal Force,c
What form of energy in Wind Power is converted into electrical energy?,Potential energy,Chemical energy,Kinetic energy,Nuclear energy,c
What proportion of an iceberg floating in the sea is above the sea surface?,1/2 part,1/4 part,1/10 part,1/9 part,d
"When the velocity of a moving object is doubled, what happens to its kinetic energy?",It becomes half.,It remains the same.,It becomes four times.,It doubles.,c
"When a person orbits the Earth in a satellite, what happens to their mass and weight?",Mass becomes zero but weight remains unchangeable.,Mass and weight both become zero.,Mass remains unchangeable but weight becomes zero.,Mass and weight both remain unchangeable.,c
A satellite keeps orbiting the Earth in its orbit due to what force?,Gravitational force,Centrifugal force,Centripetal force,Electrostatic force,c
The minimum amount of work required to remove a free electron from the surface of a substance is known as?,Potential Energy,Kinetic Energy,Work Function,Ionization Energy,c
