Question,Option A,Option B,Option C,Option D,Correct Answer
"Match the following:
Column I (Event)
(A) Treaty of Vasin
(B) Third Battle of Panipat
Column II (Year)
(1) 1761
(2) 1802

Choose the correct combination:","A-1, B-2","A-2, B-1","A-1, B-1","A-2, B-2",b
The former princely state of Tripura was ruled by which dynasty?,Ahom,Manikya,Mughal,Maurya,b
The Nawab of Awadh accepted the Subsidiary Alliance in which year?,1857,1801,1773,1834,b
In which year was the Supreme Court in Calcutta established by the East India Company?,1801,1773,1859,1890,b
Who headed the commission in 1834 associated with the collection of laws?,Lord Cornwallis,Lord Ripon,Lord Wellesley,Lord Macaulay,d
"In British revenue records, what could a 'mahal' be?",A district,A province,A village or group of villages,A single farm,c
Which of the following statements is INCORRECT regarding land revenue systems?,Land revenue collected from the cultivator is known as Ryotwari system,In Mahalwari system the village is considered as the basic unit,Ryotwari Settlement was introduced in Madras and Bombay,The Permanent Settlement was introduced by Lord Macaulay,d
In which year was the Bengal State Prisoners Regulation (Bengal Regulation III) passed?,1859,1818,1890,1919,b
The Inland Emigration Act was implemented by the British in which year?,1818,1859,1890,1919,b
The Charitable Endowments Act was passed in which year?,1818,1859,1890 AD,1919,c
A separate examination was provided for the Indian Civil Service in India under which Act?,"Inland Immigration Act, 1859","Charitable Endowments Act, 1890","Government of India Act, 1919","Bengal State Prisoners Regulation, 1818",c
Who used fingerprints for human identification for the first time in India?,Lord Cornwallis,Lord Ripon,William Herschel,Lord Macaulay,c
With what is Lord Macaulay associated?,Ryotwari System,Permanent Settlement,Collection of laws,Subsidiary Alliance,c
In which provinces was the Ryotwari Settlement initially introduced?,Bengal and Bihar,Madras and Bombay,Uttar Pradesh and Punjab,Orissa and Assam,b
Who introduced the Permanent Settlement as a measure of land revenue management?,Lord Macaulay,Lord Ripon,Lord Wellesley,Lord Cornwallis,d
The Ryotwari system of revenue collection introduced by the British in India was based on which theory?,Adam Smith's theory of wealth,Ricardo's theory of rent,Marx's theory of surplus value,Keynesian economics,b
Under which Governor-General was C.P. Ilbert the Law Member of the Council?,Lord Cornwallis,Lord Wellesley,Lord Macaulay,Lord Ripon,d
Which of the following is the correct full name of state ruled by Ahom dynasty?,Kerala,Assam,Manipur,Tripura,b
"Match the following Acts with their respective years of passage:

Column I
(A) Bengal State Prisoners Regulation
(B) Inland Emigration Act
(C) Charitable Endowments Act

Column II
(1) 1859
(2) 1890
(3) 1818

","A-1, B-2, C-3","A-3, B-1, C-2","A-2, B-3, C-1","A-3, B-2, C-1",b
The Ahom dynasty ruled over which state of India?,Manipur,Assam,Nagaland,Mizoram,b
In which year did the Nawab of Awadh accept the Subsidiary Alliance?,1798,1805,1801,1799,c
In what year was the Supreme Court established in Calcutta by the East India Company?,1757,1773,1784,1800,b
Who headed the commission in 1834?,Lord Curzon,Lord Dalhousie,Lord William Bentinck,Lord Macaulay,d
"According to British revenue records, what is a 'mahal'?",A type of tax,A revenue estate,A large farm,A court,b
What is the land revenue collected from the cultivator known as?,Zamindari,Mahalwari,Ryotwari,Istemrari,c
The Mahalwari system considered which as the basic unit?,Family,District,Village,Province,c
In which state was the Mahalwari system implemented?,Bihar,Bengal,Uttar Pradesh,Madras,c
In what year was the Inland Emigration Act implemented by the British?,1833,1853,1859,1861,c
In which Act was a separate examination provided for the Indian Civil Service to be held in India?,"Indian Councils Act, 1909","Government of India Act, 1919","Government of India Act, 1935","Indian Independence Act, 1947",b
Lord Macaulay is associated with which of the following?,Permanent Settlement,Ryotwari Settlement,Collection of laws,Subsidiary Alliance,c
The Ryotwari Settlement was initially introduced in which provinces?,Bengal and Bihar,Bombay and Bengal,Madras and Bombay,Punjab and Sindh,c
Who introduced the Permanent Settlement?,Lord Dalhousie,Lord Wellesley,Lord Cornwallis,Lord Curzon,c
The Ryotwari system of revenue collection was based on which theory?,Marx's theory of surplus value,Ricardo's theory of rent,Adam Smith's theory of wealth,Keynesian economics,b
Who was the Law Member of the Council under Lord Ripon?,Lord Macaulay,CP Ilbert,William Bentinck,Warren Hastings,b
"Which of the following statements is INCORRECT regarding the Inland Emigration Act, 1859?",It restricted plantation workers' movement.,It required workers to obtain permission to leave tea gardens.,It allowed free movement of workers.,It was implemented by the British.,c
The Ahom dynasty ruled over which present-day state of India?,Tripura,Uttar Pradesh,Bengal,Assam,d
In which year was the Supreme Court established in Calcutta by the East India Company?,1818,1859,1834,1773,d
Who headed the committee in 1834 associated with the collection of laws?,Lord Cornwallis,Lord Ripon,William Herschel,Lord Macaulay,d
"In British revenue records, what does the term 'mahal' refer to?",A type of currency,A revenue estate,A type of weapon,A religious ceremony,b
Land revenue collected directly from the cultivator is known as which system?,Mahalwari system,Permanent Settlement,Ryotwari system,Inland Emigration,c
In which system is the village considered as the basic unit for land revenue?,Ryotwari system,Permanent Settlement,Mahalwari system,Subsidiary Alliance,c
In which state was the Mahalwari system primarily implemented?,Madras,Bombay,Uttar Pradesh,Bengal,c
When was the Inland Emigration Act implemented by the British?,1818,1773,1859,1890,c
What was the name of the Act that restricted plantation workers from leaving tea gardens without permission?,Charitable Endowments Act,Government of India Act,Bengal State Prisoners Regulation,Inland Immigration Act,d
In which year was the Charitable Endowments Act passed?,1818,1859,1890,1919,c
"Under which Act was a separate examination provided for the Indian Civil Service, to be held in India?",Inland Emigration Act,Charitable Endowments Act,"Government of India Act , 1919",Bengal State Prisoners Regulation,c
What was the local representative of the Company Bahadur often called in the 18th century?,Ryot,Mahal,Inspector,Cornwallis,c
Who first used fingerprints for human identification in India?,Lord Ripon,Lord Cornwallis,Lord Macaulay,William Herschel,d
Under whose Council was CP Ilbert the Law Member?,Lord Cornwallis,Lord Macaulay,Lord Wellesley,Lord Ripon,d
The Ryotwari system during the British Raj in India was developed by whom?,Holt Mackenzie,Robert Martins Bird,Captain Alexander Reed,Dadabhai Naoroji,c
Holt Mackenzie and Robert Martins Bird are credited with starting which system?,Ryotwari System,Permanent Settlement,Mahalwari System,Doctrine of Lapse,c
Under which system of land revenue were ownership rights handed over to peasants?,Permanent Settlement,Mahalwari,Ryotwari,Doctrine of Lapse,c
In which year was the Permanent Settlement introduced by the East India Company?,1857,1765,1793,1860,c
"Match the following treaties with their corresponding years:
Treaty
(A) Treaty of Allahabad
(B) Treaty of Mangalore
(C) Treaty of Salbai
(D) Treaty of Madras
Year
(1) 1769
(2) 1782
(3) 1784
(4) 1765","A-4, B-3, C-2, D-1","A-3, B-2, C-1, D-4","A-2, B-1, C-4, D-3","A-1, B-4, C-3, D-2",a
Which of the following is the correct chronological sequence of wars?,"Second Anglo-Maratha War, Second Anglo-Mysore War, Second Anglo-French War, Second Anglo-Afghan War","Second Anglo-French War, Second Anglo-Mysore War, Second Anglo-Maratha War, Second Anglo-Afghan War","Second Anglo-Mysore War, Second Anglo-Afghan War, Second Anglo-Maratha War, Second Anglo-French War","Second Anglo-Afghan War, Second Anglo-Maratha War, Second Anglo-Mysore War, Second Anglo-French War",b
"Arrange the following states under the Doctrine of Lapse in the correct order:
1. Baghat
2. Jhansi
3. Satara
4. Udaipur","3, 1, 4, 2","1, 2, 3, 4","4, 3, 2, 1","2, 4, 1, 3",a
"Match the following codes with their years of implementation:
Code
(A) Code of Civil Procedure
(B) Indian Penal Code
(C) Criminal Procedure Code
(D) Police Act
Year
(1) 1861
(2) 1862
(3) 1860
(4) 1859","A-4, B-3, C-2, D-1","A-3, B-2, C-1, D-4","A-2, B-1, C-4, D-3","A-1, B-4, C-3, D-2",a
In which city was India's first cotton mill established in 1854?,Madras,Calcutta,Bombay,Allahabad,c
Who was the first nationalist to give the theory of 'Drain of Wealth' from India to England?,Captain Alexander Reed,Holt Mackenzie,Robert Martins Bird,Dadabhai Naoroji,d
The Ryotwari system was developed during the British Raj in India by whom?,Holt Mackenzie,Robert Martins Bird,Captain Alexander Reed,Dadabhai Naoroji,c
Holt Mackenzie and Robert Martins Bird are associated with which system?,Ryotwari system,Permanent Settlement,Mahalwari system,Doctrine of Lapse,c
Arrange the following treaties in chronological order:,"Treaty of Allahabad, Treaty of Madras, Treaty of Salbai, Treaty of Mangalore","Treaty of Allahabad, Treaty of Salbai, Treaty of Madras, Treaty of Mangalore","Treaty of Allahabad, Treaty of Salbai, Treaty of Mangalore, Treaty of Madras","Treaty of Allahabad, Treaty of Madras, Treaty of Salbai, Treaty of Mangalore",d
Arrange the following wars in chronological order:,"Second Anglo-French War, Second Anglo-Mysore War, Second Anglo-Maratha War, Second Anglo-Afghan War","Second Anglo-Mysore War, Second Anglo-French War, Second Anglo-Maratha War, Second Anglo-Afghan War","Second Anglo-Maratha War, Second Anglo-Mysore War, Second Anglo-French War, Second Anglo-Afghan War","Second Anglo-Afghan War, Second Anglo-Maratha War, Second Anglo-Mysore War, Second Anglo-French War",a
Which of the following is the correct sequence of states annexed under the Doctrine of Lapse?,"Satara, Udaipur, Baghat, Jhansi","Satara, Baghat, Udaipur, Jhansi","Baghat, Satara, Udaipur, Jhansi","Udaipur, Satara, Baghat, Jhansi",b
"Match the following Codes with their years of implementation:

Column I
(A) Code of Civil Procedure
(B) Indian Penal Code
(C) Criminal Procedure Code
(D) Police Act

Column II
(1) 1861
(2) 1862
(3) 1859
(4) 1860","A-3, B-4, C-2, D-1","A-3, B-2, C-4, D-1","A-1, B-2, C-3, D-4","A-4, B-3, C-2, D-1",a
Who developed the Ryotwari system during the British Raj in India?,Holt Mackenzie,Robert Martins Bird,Captain Alexander Reed,Dadabhai Naoroji,c
"Arrange the following states under the Doctrine of Lapse in the correct chronological order:
1. Satara
2. Baghat
3. Udaipur
4. Jhansi","1, 3, 2, 4","3, 1, 4, 2","1, 2, 3, 4","4, 2, 1, 3",c
"Match the following treaties with their respective years:
Column I
(A) Treaty of Allahabad
(B) Treaty of Mangalore
(C) Treaty of Salbai
(D) Treaty of Madras

Column II
(1) 1769
(2) 1782
(3) 1784
(4) 1765","A-4, B-3, C-2, D-1","A-3, B-4, C-1, D-2","A-2, B-1, C-4, D-3","A-1, B-2, C-3, D-4",a
"Which of the following is the correct chronological order of the given wars?
1. Second Anglo-Mysore War
2. Second Anglo-French War
3. Second Anglo-Maratha War
4. Second Anglo-Afghan War","4, 3, 2, 1","2, 1, 3, 4","1, 2, 4, 3","3, 4, 1, 2",b
Who was the first nationalist to propound the 'Drain of Wealth' theory from India to England?,Captain Alexander Reed,Holt Mackenzie,Dadabhai Naoroji,Robert Martins Bird,c
"Match the following codes with their years of implementation:
Column I
(A) Code of Civil Procedure
(B) Indian Penal Code
(C) Criminal Procedure Code
(D) Police Act

Column II
(1) 1861
(2) 1862
(3) 1860
(4) 1859","A-4, B-3, C-2, D-1","A-3, B-4, C-1, D-2","A-2, B-1, C-4, D-3","A-1, B-2, C-3, D-4",a
The Ryotwari system was developed during the British Raj by whom?,Holt Mackenzie,Robert Martins Bird,Captain Alexander Reed,Dadabhai Naoroji,c
Who initiated the Mahalwari system during the British Raj?,Captain Alexander Reed,Dadabhai Naoroji,Holt Mackenzie and Robert Martins Bird,East India Company,c
"Under which land revenue system were ownership rights given to peasants, allowing the British government to collect taxes directly?",Permanent Settlement,Mahalwari,Ryotwari,Doctrine of Lapse,c
"Match the following treaties with their respective years:
Treaty
(A) Treaty of Allahabad
(B) Treaty of Mangalore
(C) Treaty of Salbai
(D) Treaty of Madras

Year
(1) 1769
(2) 1782
(3) 1784
(4) 1765","A-4, B-3, C-2, D-1","A-3, B-4, C-1, D-2","A-2, B-1, C-4, D-3","A-1, B-2, C-3, D-4",a
"Arrange the following wars in chronological order based on their starting year:
1. Second Anglo-Mysore War
2. Second Anglo-French War
3. Second Anglo-Maratha War
4. Second Anglo-Afghan War","2, 1, 3, 4","1, 2, 3, 4","4, 3, 2, 1","3, 4, 1, 2",a
What is the correct sequence of states annexed under the Doctrine of Lapse?,"Satara, Jhansi, Udaipur, Baghat","Udaipur, Baghat, Satara, Jhansi","Satara, Baghat, Udaipur, Jhansi","Jhansi, Udaipur, Baghat, Satara",c
"Match the following codes with their respective years of implementation:
Code
(A) Code of Civil Procedure
(B) Indian Penal Code
(C) Criminal Procedure Code
(D) Police Act

Year
(1) 1861
(2) 1860
(3) 1862
(4) 1859","A-4, B-2, C-3, D-1","A-1, B-3, C-2, D-4","A-2, B-4, C-1, D-3","A-3, B-1, C-4, D-2",a
In which city was India's first cotton mill established as a spinning mill in 1854?,Madras,Allahabad,Bombay,Calcutta,c
Who was the first nationalist to propose the theory of 'Drain of Wealth' from India to England?,Captain Alexander Reed,Holt Mackenzie,Dadabhai Naoroji,Robert Martins Bird,c
What was the most significant characteristic of India's trade during the colonial era?,Import surplus,Balanced trade,Export surplus,Trade deficit,c
Approximately how many kilometers did the first train cover between Bombay and Thane in 1853?,54 km,44 km,34 km,24 km,c
In which province of British India was the Ryotwari system of revenue collection implemented?,Northern India,Eastern India,Western India,Southern India,d
In what year was the 'Montague-Chelmsford' Reforms Report presented by the British colonial government in India?,1928,1908,1918,1938,c
In which location was the first jute mill established in 1859?,Delhi,Madras,Rishra,Bombay,c
Who first propounded the 'drain of wealth' theory?,Mahatma Gandhi,Jawaharlal Nehru,Dadabhai Naoroji,Lord Cornwallis,c
What concept did the British introduce in 1850 that significantly impacted the structure of the Indian economy?,Air transport,Water transport,Road transport,Rail transport,d
In which Presidency Town was the first Municipal Corporation established in 1688 during the British period?,Bombay,Calcutta,Madras,Delhi,c
Under whose rule was the Permanent Settlement of Bengal implemented in 1793?,Lord Dalhousie,Lord Curzon,Lord William Bentinck,Lord Cornwallis,d
In what year was the first railway line in India operated?,1843,1863,1853,1873,c
"Which system was introduced in Bengal, Bihar, and Orissa in 1793?",Ryotwari Settlement,Mahalwari system,Permanent Settlement,Bombay Deccan system,c
In what year did the East India Company implement the Permanent Settlement?,1893,1693,1793,1593,c
Which revenue collection method was developed by Holt Mackenzie in India?,Ryotwari Settlement,Permanent Settlement,Zamindari system,Mahalwari system,d
"What significant contribution did the British make to India in 1853, enabling long-distance travel?",Airways,Highways,Waterways,Railroad track,d
What is the revenue system introduced in Bombay Deccan known as?,Permanent Settlement,Mahalwari system,Zamindari system,Ryotwari Settlement,d
In what year did Dadabhai Naoroji become the first Indian member of the House of Commons in the United Kingdom?,1882,1872,1892,1902,c
Who calculated India's per capita income in 1867 and published it in 'Poverty and Un-British Rule of India'?,Mahatma Gandhi,Jawaharlal Nehru,Lord Curzon,Dadabhai Naoroji,d
Who was the first individual to discuss the concept of poverty in India before independence?,Lord Dalhousie,Lord Cornwallis,Dadabhai Naoroji,Lord Curzon,c
Where was India's first textile mill established in 1818?,Bombay,Madras,Calcutta,Delhi,c
In what year did the British introduce railways for passengers in India?,1843,1863,1853,1873,c
"In 1853, the first railway line was opened for traffic to which location?",Delhi to Agra,Calcutta to Delhi,Bombay to Madras,Bombay to Thane,d
In which state was the first passenger train in India started?,Gujarat,Karnataka,Maharashtra,Tamil Nadu,c
